id,or name it,part,group,word,meaning,how many,read these in order,notes,status
B130,megha-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",मेघ,clouds,8,मेघाः   मेघान्   मेघैः   मेघेभ्यः   मेघेभ्यः   मेघानाम्   मेघेषु   मेघाः,,
B131,ghata-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",घट,pots,8,घटाः   घटान्   घटैः   घटेभ्यः   घटेभ्यः   घटानाम्   घटेषु   घटाः,,
B132,tadaaga-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",तडाग,ponds,8,तडागाः   तडागान्   तडागैः   तडागेभ्यः   तडागेभ्यः   तडागानाम्   तडागेषु   तडागाः,,
B133,matsya-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",मत्स्य,fish,8,मत्स्याः   मत्स्यान्   मत्स्यैः   मत्स्येभ्यः   मत्स्येभ्यः   मत्स्यानाम्   मत्स्येषु   मत्स्याः,,
B134,aacaarya-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",आचार्य,masters,8,आचार्याः   आचार्यान्   आचार्यैः   आचार्येभ्यः   आचार्येभ्यः   आचार्याणाम्   आचार्येषु   आचार्याः,,
B135,baalaka-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",बालक,boys,8,बालकाः   बालकान्   बालकैः   बालकेभ्यः   बालकेभ्यः   बालकानाम्   बालकेषु   बालकाः,,
B136,muushaka-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",मूषक,mice,8,मूषकाः   मूषकान्   मूषकैः   मूषकेभ्यः   मूषकेभ्यः   मूषकाणाम्   मूषकेषु   मूषकाः,,
B137,vaanara-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",वानर,monkeys,8,वानराः   वानरान्   वानरैः   वानरेभ्यः   वानरेभ्यः   वानराणाम्   वानरेषु   वानराः,,
B138,khaga-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",खग,birds,8,खगाः   खगान्   खगैः   खगेभ्यः   खगेभ्यः   खगानाम्   खगेषु   खगाः,,
B139,kapota-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",कपोत,pigeons,8,कपोताः   कपोतान्   कपोतैः   कपोतेभ्यः   कपोतेभ्यः   कपोतानाम्   कपोतेषु   कपोताः,,
B140,nripa-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",नृप,kings,8,नृपाः   नृपान्   नृपैः   नृपेभ्यः   नृपेभ्यः   नृपाणाम्   नृपेषु   नृपाः,,
B141,parvata-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",पर्वत,mountains,8,पर्वताः   पर्वतान्   पर्वतैः   पर्वतेभ्यः   पर्वतेभ्यः   पर्वतानाम्   पर्वतेषु   पर्वताः,,
B142,chaatra-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",छात्र,students,8,छात्राः   छात्रान्   छात्रैः   छात्रेभ्यः   छात्रेभ्यः   छात्राणाम्   छात्रेषु   छात्राः,,
B143,krishaka-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",कृषक,farmers,8,कृषकाः   कृषकान्   कृषकैः   कृषकेभ्यः   कृषकेभ्यः   कृषकाणाम्   कृषकेषु   कृषकाः,,
B144,ashva-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",अश्व,horses,8,अश्वाः   अश्वान्   अश्वैः   अश्वेभ्यः   अश्वेभ्यः   अश्वानाम्   अश्वेषु   अश्वाः,,
B145,mriga-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",मृग,deer,8,मृगाः   मृगान्   मृगैः   मृगेभ्यः   मृगेभ्यः   मृगाणाम्   मृगेषु   मृगाः,,
B146,putra-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",पुत्र,sons,8,पुत्राः   पुत्रान्   पुत्रैः   पुत्रेभ्यः   पुत्रेभ्यः   पुत्राणाम्   पुत्रेषु   पुत्राः,,
B147,deva-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",देव,gods,8,देवाः   देवान्   देवैः   देवेभ्यः   देवेभ्यः   देवानाम्   देवेषु   देवाः,,
B148,vaidya-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",वैद्य,doctors,8,वैद्याः   वैद्यान्   वैद्यैः   वैद्येभ्यः   वैद्येभ्यः   वैद्यानाम्   वैद्येषु   वैद्याः,,
B149,gaja-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",गज,elephants,8,गजाः   गजान्   गजैः   गजेभ्यः   गजेभ्यः   गजानाम्   गजेषु   गजाः,,
B150,grantha-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",ग्रन्थ,books,8,ग्रन्थाः   ग्रन्थान्   ग्रन्थैः   ग्रन्थेभ्यः   ग्रन्थेभ्यः   ग्रन्थानाम्   ग्रन्थेषु   ग्रन्थाः,,
B151,shishya-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",शिष्य,disciples,8,शिष्याः   शिष्यान्   शिष्यैः   शिष्येभ्यः   शिष्येभ्यः   शिष्याणाम्   शिष्येषु   शिष्याः,,
B152,kaaka-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",काक,crows,8,काकाः   काकान्   काकैः   काकेभ्यः   काकेभ्यः   काकानाम्   काकेषु   काकाः,,
B153,graama-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",ग्राम,villages,8,ग्रामाः   ग्रामान्   ग्रामैः   ग्रामेभ्यः   ग्रामेभ्यः   ग्रामाणाम्   ग्रामेषु   ग्रामाः,,
B154,kacchapa-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",कच्छप,tortoises,8,कच्छपाः   कच्छपान्   कच्छपैः   कच्छपेभ्यः   कच्छपेभ्यः   कच्छपानाम्   कच्छपेषु   कच्छपाः,,
B155,hamsa-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",हंस,swans,8,हंसाः   हंसान्   हंसैः   हंसेभ्यः   हंसेभ्यः   हंसानाम्   हंसेषु   हंसाः,,
B156,utsava-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",उत्सव,festivals,8,उत्सवाः   उत्सवान्   उत्सवैः   उत्सवेभ्यः   उत्सवेभ्यः   उत्सवानाम्   उत्सवेषु   उत्सवाः,,
B157,janaka-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",जनक,fathers,8,जनकाः   जनकान्   जनकैः   जनकेभ्यः   जनकेभ्यः   जनकानाम्   जनकेषु   जनकाः,,
B158,shikshaka-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",शिक्षक,teachers,8,शिक्षकाः   शिक्षकान्   शिक्षकैः   शिक्षकेभ्यः   शिक्षकेभ्यः   शिक्षकाणाम्   शिक्षकेषु   शिक्षकाः,,
B159,mayuura-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",मयूर,peacocks,8,मयूराः   मयूरान्   मयूरैः   मयूरेभ्यः   मयूरेभ्यः   मयूराणाम्   मयूरेषु   मयूराः,,
B160,sevaka-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",सेवक,servants,8,सेवकाः   सेवकान्   सेवकैः   सेवकेभ्यः   सेवकेभ्यः   सेवकानाम्   सेवकेषु   सेवकाः,,
B161,svara-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",स्वर,notes,8,स्वराः   स्वरान्   स्वरैः   स्वरेभ्यः   स्वरेभ्यः   स्वराणाम्   स्वरेषु   स्वराः,,
B162,desha-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",देश,countries,8,देशाः   देशान्   देशैः   देशेभ्यः   देशेभ्यः   देशानाम्   देशेषु   देशाः,,
B163,maarga-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",मार्ग,roads,8,मार्गाः   मार्गान्   मार्गैः   मार्गेभ्यः   मार्गेभ्यः   मार्गाणाम्   मार्गेषु   मार्गाः,,
B164,diipa-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",दीप,lamps,8,दीपाः   दीपान्   दीपैः   दीपेभ्यः   दीपेभ्यः   दीपानाम्   दीपेषु   दीपाः,,
B165,hasta-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",हस्त,hands,8,हस्ताः   हस्तान्   हस्तैः   हस्तेभ्यः   हस्तेभ्यः   हस्तानाम्   हस्तेषु   हस्ताः,,
B166,aapana-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",आपण,shops,8,आपणाः   आपणान्   आपणैः   आपणेभ्यः   आपणेभ्यः   आपणानाम्   आपणेषु   आपणाः,,
B167,vidyaalaya-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",विद्यालय,schools,8,विद्यालयाः   विद्यालयान्   विद्यालयैः   विद्यालयेभ्यः   विद्यालयेभ्यः   विद्यालयानाम्   विद्यालयेषु   विद्यालयाः,,
B168,paada-bahu,B tables,"बहुवचनम्, पुंलिङ्गम्",पाद,feet,8,पादाः   पादान्   पादैः   पादेभ्यः   पादेभ्यः   पादानाम्   पादेषु   पादाः,,
B169,baalikaa-bahu,B tables,"बहुवचनम्, स्त्रीलिङ्गम्",बालिका,girls,8,बालिकाः   बालिकाः   बालिकाभिः   बालिकाभ्यः   बालिकाभ्यः   बालिकानाम्   बालिकासु   बालिकाः,,
B170,kavitaa-bahu,B tables,"बहुवचनम्, स्त्रीलिङ्गम्",कविता,poems,8,कविताः   कविताः   कविताभिः   कविताभ्यः   कविताभ्यः   कवितानाम्   कवितासु   कविताः,,
B171,draakshaa-bahu,B tables,"बहुवचनम्, स्त्रीलिङ्गम्",द्राक्षा,grapes,8,द्राक्षाः   द्राक्षाः   द्राक्षाभिः   द्राक्षाभ्यः   द्राक्षाभ्यः   द्राक्षाणाम्   द्राक्षासु   द्राक्षाः,,
B172,chaatraa-bahu,B tables,"बहुवचनम्, स्त्रीलिङ्गम्",छात्रा,students,8,छात्राः   छात्राः   छात्राभिः   छात्राभ्यः   छात्राभ्यः   छात्राणाम्   छात्रासु   छात्राः,,
B173,sandhyaa-bahu,B tables,"बहुवचनम्, स्त्रीलिङ्गम्",सन्ध्या,evenings,8,सन्ध्याः   सन्ध्याः   सन्ध्याभिः   सन्ध्याभ्यः   सन्ध्याभ्यः   सन्ध्यानाम्   सन्ध्यासु   सन्ध्याः,,
B174,ajaa-bahu,B tables,"बहुवचनम्, स्त्रीलिङ्गम्",अजा,goats,8,अजाः   अजाः   अजाभिः   अजाभ्यः   अजाभ्यः   अजानाम्   अजासु   अजाः,,
B175,vriddhaa-bahu,B tables,"बहुवचनम्, स्त्रीलिङ्गम्",वृद्धा,old women,8,वृद्धाः   वृद्धाः   वृद्धाभिः   वृद्धाभ्यः   वृद्धाभ्यः   वृद्धानाम्   वृद्धासु   वृद्धाः,,
B176,puujaa-bahu,B tables,"बहुवचनम्, स्त्रीलिङ्गम्",पूजा,worships,8,पूजाः   पूजाः   पूजाभिः   पूजाभ्यः   पूजाभ्यः   पूजानाम्   पूजासु   पूजाः,,
B177,paathashaalaa-bahu,B tables,"बहुवचनम्, स्त्रीलिङ्गम्",पाठशाला,schools,8,पाठशालाः   पाठशालाः   पाठशालाभिः   पाठशालाभ्यः   पाठशालाभ्यः   पाठशालानाम्   पाठशालासु   पाठशालाः,,
B178,shikshikaa-bahu,B tables,"बहुवचनम्, स्त्रीलिङ्गम्",शिक्षिका,teachers,8,शिक्षिकाः   शिक्षिकाः   शिक्षिकाभिः   शिक्षिकाभ्यः   शिक्षिकाभ्यः   शिक्षिकाणाम्   शिक्षिकासु   शिक्षिकाः,,
B179,kathaa-bahu,B tables,"बहुवचनम्, स्त्रीलिङ्गम्",कथा,stories,8,कथाः   कथाः   कथाभिः   कथाभ्यः   कथाभ्यः   कथानाम्   कथासु   कथाः,,
B180,kakshaa-bahu,B tables,"बहुवचनम्, स्त्रीलिङ्गम्",कक्षा,classrooms,8,कक्षाः   कक्षाः   कक्षाभिः   कक्षाभ्यः   कक्षाभ्यः   कक्षाणाम्   कक्षासु   कक्षाः,,
B181,lataa-bahu,B tables,"बहुवचनम्, स्त्रीलिङ्गम्",लता,creepers,8,लताः   लताः   लताभिः   लताभ्यः   लताभ्यः   लतानाम्   लतासु   लताः,,
B182,maalaa-bahu,B tables,"बहुवचनम्, स्त्रीलिङ्गम्",माला,garlands,8,मालाः   मालाः   मालाभिः   मालाभ्यः   मालाभ्यः   मालानाम्   मालासु   मालाः,,
B183,bhaashaa-bahu,B tables,"बहुवचनम्, स्त्रीलिङ्गम्",भाषा,languages,8,भाषाः   भाषाः   भाषाभिः   भाषाभ्यः   भाषाभ्यः   भाषाणाम्   भाषासु   भाषाः,,
B184,patrikaa-bahu,B tables,"बहुवचनम्, स्त्रीलिङ्गम्",पत्रिका,magazines,8,पत्रिकाः   पत्रिकाः   पत्रिकाभिः   पत्रिकाभ्यः   पत्रिकाभ्यः   पत्रिकाणाम्   पत्रिकासु   पत्रिकाः,,
B185,adhyaapikaa-bahu,B tables,"बहुवचनम्, स्त्रीलिङ्गम्",अध्यापिका,teachers,8,अध्यापिकाः   अध्यापिकाः   अध्यापिकाभिः   अध्यापिकाभ्यः   अध्यापिकाभ्यः   अध्यापिकानाम्   अध्यापिकासु   अध्यापिकाः,,
B186,naukaa-bahu,B tables,"बहुवचनम्, स्त्रीलिङ्गम्",नौका,boats,8,नौकाः   नौकाः   नौकाभिः   नौकाभ्यः   नौकाभ्यः   नौकानाम्   नौकासु   नौकाः,,
B187,shaakhaa-bahu,B tables,"बहुवचनम्, स्त्रीलिङ्गम्",शाखा,branches,8,शाखाः   शाखाः   शाखाभिः   शाखाभ्यः   शाखाभ्यः   शाखानाम्   शाखासु   शाखाः,,
B188,nadii-bahu,B tables,"बहुवचनम्, स्त्रीलिङ्गम्",नदी,rivers,8,नद्यः   नदीः   नदीभिः   नदीभ्यः   नदीभ्यः   नदीनाम्   नदीषु   नद्यः,,
B189,devii-bahu,B tables,"बहुवचनम्, स्त्रीलिङ्गम्",देवी,goddesses,8,देव्यः   देवीः   देवीभिः   देवीभ्यः   देवीभ्यः   देवीनाम्   देवीषु   देव्यः,,
B190,nagarii-bahu,B tables,"बहुवचनम्, स्त्रीलिङ्गम्",नगरी,cities,8,नगर्यः   नगरीः   नगरीभिः   नगरीभ्यः   नगरीभ्यः   नगरीणाम्   नगरीषु   नगर्यः,,
B191,putrii-bahu,B tables,"बहुवचनम्, स्त्रीलिङ्गम्",पुत्री,daughters,8,पुत्र्यः   पुत्रीः   पुत्रीभिः   पुत्रीभ्यः   पुत्रीभ्यः   पुत्रीणाम्   पुत्रीषु   पुत्र्यः,,
B192,jananii-bahu,B tables,"बहुवचनम्, स्त्रीलिङ्गम्",जननी,mothers,8,जनन्यः   जननीः   जननीभिः   जननीभ्यः   जननीभ्यः   जननीनाम्   जननीषु   जनन्यः,,
B193,lekhanii-bahu,B tables,"बहुवचनम्, स्त्रीलिङ्गम्",लेखनी,pens,8,लेखन्यः   लेखनीः   लेखनीभिः   लेखनीभ्यः   लेखनीभ्यः   लेखनीनाम्   लेखनीषु   लेखन्यः,,
B194,naarii-bahu,B tables,"बहुवचनम्, स्त्रीलिङ्गम्",नारी,women,8,नार्यः   नारीः   नारीभिः   नारीभ्यः   नारीभ्यः   नारीणाम्   नारीषु   नार्यः,,
B195,bhaginii-bahu,B tables,"बहुवचनम्, स्त्रीलिङ्गम्",भगिनी,sisters,8,भगिन्यः   भगिनीः   भगिनीभिः   भगिनीभ्यः   भगिनीभ्यः   भगिनीनाम्   भगिनीषु   भगिन्यः,,
B196,sakhii-bahu,B tables,"बहुवचनम्, स्त्रीलिङ्गम्",सखी,friends,8,सख्यः   सखीः   सखीभिः   सखीभ्यः   सखीभ्यः   सखीनाम्   सखीषु   सख्यः,,
B197,raajnyii-bahu,B tables,"बहुवचनम्, स्त्रीलिङ्गम्",राज्ञी,queens,8,राज्ञ्यः   राज्ञीः   राज्ञीभिः   राज्ञीभ्यः   राज्ञीभ्यः   राज्ञीनाम्   राज्ञीषु   राज्ञ्यः,,
B198,kumaarii-bahu,B tables,"बहुवचनम्, स्त्रीलिङ्गम्",कुमारी,girls,8,कुमार्यः   कुमारीः   कुमारीभिः   कुमारीभ्यः   कुमारीभ्यः   कुमारीणाम्   कुमारीषु   कुमार्यः,,
B199,duuravaanii-bahu,B tables,"बहुवचनम्, स्त्रीलिङ्गम्",दूरवाणी,phones,8,दूरवाण्यः   दूरवाणीः   दूरवाणीभिः   दूरवाणीभ्यः   दूरवाणीभ्यः   दूरवाणीनाम्   दूरवाणीषु   दूरवाण्यः,,
B200,aasandii-bahu,B tables,"बहुवचनम्, स्त्रीलिङ्गम्",आसन्दी,chairs,8,आसन्द्यः   आसन्दीः   आसन्दीभिः   आसन्दीभ्यः   आसन्दीभ्यः   आसन्दीनाम्   आसन्दीषु   आसन्द्यः,,
B201,kadalii-bahu,B tables,"बहुवचनम्, स्त्रीलिङ्गम्",कदली,banana plants,8,कदल्यः   कदलीः   कदलीभिः   कदलीभ्यः   कदलीभ्यः   कदलीनाम्   कदलीषु   कदल्यः,,
B202,tarunii-bahu,B tables,"बहुवचनम्, स्त्रीलिङ्गम्",तरुणी,young women,8,तरुण्यः   तरुणीः   तरुणीभिः   तरुणीभ्यः   तरुणीभ्यः   तरुणीनाम्   तरुणीषु   तरुण्यः,,
B203,vana-bahu,B tables,"बहुवचनम्, नपुंसकलिङ्गम्",वन,forests,8,वनानि   वनानि   वनैः   वनेभ्यः   वनेभ्यः   वनानाम्   वनेषु   वनानि,,
B204,mitra-bahu,B tables,"बहुवचनम्, नपुंसकलिङ्गम्",मित्र,friends,8,मित्राणि   मित्राणि   मित्रैः   मित्रेभ्यः   मित्रेभ्यः   मित्राणाम्   मित्रेषु   मित्राणि,,
B205,griha-bahu,B tables,"बहुवचनम्, नपुंसकलिङ्गम्",गृह,houses,8,गृहाणि   गृहाणि   गृहैः   गृहेभ्यः   गृहेभ्यः   गृहाणाम्   गृहेषु   गृहाणि,,
B206,phala-bahu,B tables,"बहुवचनम्, नपुंसकलिङ्गम्",फल,fruits,8,फलानि   फलानि   फलैः   फलेभ्यः   फलेभ्यः   फलानाम्   फलेषु   फलानि,,
B207,kaarya-bahu,B tables,"बहुवचनम्, नपुंसकलिङ्गम्",कार्य,works,8,कार्याणि   कार्याणि   कार्यैः   कार्येभ्यः   कार्येभ्यः   कार्याणाम्   कार्येषु   कार्याणि,,
B208,udyaana-bahu,B tables,"बहुवचनम्, नपुंसकलिङ्गम्",उद्यान,gardens,8,उद्यानानि   उद्यानानि   उद्यानैः   उद्यानेभ्यः   उद्यानेभ्यः   उद्यानानाम्   उद्यानेषु   उद्यानानि,,
B209,pushpa-bahu,B tables,"बहुवचनम्, नपुंसकलिङ्गम्",पुष्प,flowers,8,पुष्पाणि   पुष्पाणि   पुष्पैः   पुष्पेभ्यः   पुष्पेभ्यः   पुष्पाणाम्   पुष्पेषु   पुष्पाणि,,
B210,mandira-bahu,B tables,"बहुवचनम्, नपुंसकलिङ्गम्",मन्दिर,temples,8,मन्दिराणि   मन्दिराणि   मन्दिरैः   मन्दिरेभ्यः   मन्दिरेभ्यः   मन्दिराणाम्   मन्दिरेषु   मन्दिराणि,,
B211,kshetra-bahu,B tables,"बहुवचनम्, नपुंसकलिङ्गम्",क्षेत्र,fields,8,क्षेत्राणि   क्षेत्राणि   क्षेत्रैः   क्षेत्रेभ्यः   क्षेत्रेभ्यः   क्षेत्राणाम्   क्षेत्रेषु   क्षेत्राणि,,
B212,vacana-bahu,B tables,"बहुवचनम्, नपुंसकलिङ्गम्",वचन,words,8,वचनानि   वचनानि   वचनैः   वचनेभ्यः   वचनेभ्यः   वचनानाम्   वचनेषु   वचनानि,,
B213,mukha-bahu,B tables,"बहुवचनम्, नपुंसकलिङ्गम्",मुख,faces,8,मुखानि   मुखानि   मुखैः   मुखेभ्यः   मुखेभ्यः   मुखानाम्   मुखेषु   मुखानि,,
B214,varsha-bahu,B tables,"बहुवचनम्, नपुंसकलिङ्गम्",वर्ष,years,8,वर्षाणि   वर्षाणि   वर्षैः   वर्षेभ्यः   वर्षेभ्यः   वर्षाणाम्   वर्षेषु   वर्षाणि,,
B215,pustaka-bahu,B tables,"बहुवचनम्, नपुंसकलिङ्गम्",पुस्तक,books,8,पुस्तकानि   पुस्तकानि   पुस्तकैः   पुस्तकेभ्यः   पुस्तकेभ्यः   पुस्तकानाम्   पुस्तकेषु   पुस्तकानि,,
B216,vastra-bahu,B tables,"बहुवचनम्, नपुंसकलिङ्गम्",वस्त्र,clothes,8,वस्त्राणि   वस्त्राणि   वस्त्रैः   वस्त्रेभ्यः   वस्त्रेभ्यः   वस्त्राणाम्   वस्त्रेषु   वस्त्राणि,,
B217,patra-bahu,B tables,"बहुवचनम्, नपुंसकलिङ्गम्",पत्र,letters,8,पत्राणि   पत्राणि   पत्रैः   पत्रेभ्यः   पत्रेभ्यः   पत्राणाम्   पत्रेषु   पत्राणि,,
B218,netra-bahu,B tables,"बहुवचनम्, नपुंसकलिङ्गम्",नेत्र,eyes,8,नेत्राणि   नेत्राणि   नेत्रैः   नेत्रेभ्यः   नेत्रेभ्यः   नेत्राणाम्   नेत्रेषु   नेत्राणि,,
B219,citra-bahu,B tables,"बहुवचनम्, नपुंसकलिङ्गम्",चित्र,pictures,8,चित्राणि   चित्राणि   चित्रैः   चित्रेभ्यः   चित्रेभ्यः   चित्राणाम्   चित्रेषु   चित्राणि,,
B220,aasana-bahu,B tables,"बहुवचनम्, नपुंसकलिङ्गम्",आसन,seats,8,आसनानि   आसनानि   आसनैः   आसनेभ्यः   आसनेभ्यः   आसनानाम्   आसनेषु   आसनानि,,
C01,citation-01,C one form each,प्रथमा एकवचनम्,,,8,अध्यापकः   सैनिकः   पितामहः   पौत्रः   अनुजः   अग्रजः   मातुलः   पुरुषः,अध्यापक सैनिक पितामह पौत्र अनुज अग्रज मातुल पुरुष,
C02,citation-02,C one form each,प्रथमा एकवचनम्,,,8,भक्तः   गायकः   लेखकः   नर्तकः   पाचकः   चालकः   आरक्षकः   व्याघ्रः,भक्त गायक लेखक नर्तक पाचक चालक आरक्षक व्याघ्र,
C03,citation-03,C one form each,प्रथमा एकवचनम्,,,8,वृषभः   सर्पः   मार्जारः   कुक्कुरः   शृगालः   मण्डूकः   शुकः   कोकिलः,वृषभ सर्प मार्जार कुक्कुर शृगाल मण्डूक शुक कोकिल,
C04,citation-04,C one form each,प्रथमा एकवचनम्,,,8,भ्रमरः   समुद्रः   सागरः   कूपः   ग्रन्थालयः   चिकित्सालयः   देवालयः   प्रासादः,भ्रमर समुद्र सागर कूप ग्रन्थालय चिकित्सालय देवालय प्रासाद,
C05,citation-05,C one form each,प्रथमा एकवचनम्,,,8,कलशः   चषकः   दण्डः   कर्णः   दन्तः   रथः   मोदकः   ओदनः,कलश चषक दण्ड कर्ण दन्त रथ मोदक ओदन,
C06,citation-06,C one form each,प्रथमा एकवचनम्,,,8,सूपः   स्यूतः   पर्यङ्कः   श्लोकः   पाठः   विवाहः   दिवसः   वसन्तः,सूप स्यूत पर्यङ्क श्लोक पाठ विवाह दिवस वसन्त,
C07,citation-07,C one form each,प्रथमा एकवचनम्,,,8,क्रोधः   विचारः   गुणः   चमसः   शङ्खः   ध्वजः   कन्दुकः   ब्राह्मणः,क्रोध विचार गुण चमस शङ्ख ध्वज कन्दुक ब्राह्मण,
C08,citation-08,C one form each,प्रथमा एकवचनम्,,,8,यजमानः   पण्डितः   तापसः   वृद्धः   श्वशुरः   नायकः   न्यायाधीशः   कुमारः,यजमान पण्डित तापस वृद्ध श्वशुर नायक न्यायाधीश कुमार,
C09,citation-09,C one form each,प्रथमा एकवचनम्,,,8,दारकः   सुतः   तनयः   मानवः   नागरिकः   ग्रामीणः   सहायकः   रक्षकः,दारक सुत तनय मानव नागरिक ग्रामीण सहायक रक्षक,
C10,citation-10,C one form each,प्रथमा एकवचनम्,,,8,वादकः   धावकः   याचकः   भिक्षुकः   दूतः   सूतः   भृत्यः   वीरः,वादक धावक याचक भिक्षुक दूत सूत भृत्य वीर,
C11,citation-11,C one form each,प्रथमा एकवचनम्,,,8,मूर्खः   यमः   वरुणः   कुबेरः   सुब्रह्मण्यः   अर्जुनः   भीमः   युधिष्ठिरः,मूर्ख यम वरुण कुबेर सुब्रह्मण्य अर्जुन भीम युधिष्ठिर,
C12,citation-12,C one form each,प्रथमा एकवचनम्,,,8,लक्ष्मणः   भरतः   सुग्रीवः   रावणः   गर्दभः   उष्ट्रः   मेषः   अजः,लक्ष्मण भरत सुग्रीव रावण गर्दभ उष्ट्र मेष अज,
C13,citation-13,C one form each,प्रथमा एकवचनम्,,,8,शशकः   नकुलः   वराहः   ऋक्षः   वृकः   मकरः   गृध्रः   उलूकः,शशक नकुल वराह ऋक्ष वृक मकर गृध्र उलूक,
C14,citation-14,C one form each,प्रथमा एकवचनम्,,,8,चक्रवाकः   मशकः   वृश्चिकः   कीटः   आम्रः   अशोकः   वटः   अश्वत्थः,चक्रवाक मशक वृश्चिक कीट आम्र अशोक वट अश्वत्थ,
C15,citation-15,C one form each,प्रथमा एकवचनम्,,,8,अङ्कुरः   शैलः   राजमार्गः   हट्टः   आश्रमः   मठः   छात्रावासः   विहारः,अङ्कुर शैल राजमार्ग हट्ट आश्रम मठ छात्रावास विहार,
C16,citation-16,C one form each,प्रथमा एकवचनम्,,,8,आरामः   कक्षः   प्रकोष्ठः   स्तम्भः   प्राकारः   कोणः   लड्डुकः   अपूपः,आराम कक्ष प्रकोष्ठ स्तम्भ प्राकार कोण लड्डुक अपूप,
C17,citation-17,C one form each,प्रथमा एकवचनम्,,,8,कन्दः   तण्डुलः   यवः   गुडः   आहारः   पनसः   खर्जूरः   रसः,कन्द तण्डुल यव गुड आहार पनस खर्जूर रस,
C18,citation-18,C one form each,प्रथमा एकवचनम्,,,8,कषायः   स्नेहः   शोकः   हर्षः   लोभः   मोहः   गर्वः   उत्साहः,कषाय स्नेह शोक हर्ष लोभ मोह गर्व उत्साह,
C19,citation-19,C one form each,प्रथमा एकवचनम्,,,8,विश्वासः   संशयः   प्रश्नः   उपायः   आरम्भः   समयः   कालः   मासः,विश्वास संशय प्रश्न उपाय आरम्भ समय काल मास,
C20,citation-20,C one form each,प्रथमा एकवचनम्,,,8,पक्षः   ग्रीष्मः   हेमन्तः   समारोहः   जन्मदिवसः   केशः   स्कन्धः   कण्ठः,पक्ष ग्रीष्म हेमन्त समारोह जन्मदिवस केश स्कन्ध कण्ठ,
C21,citation-21,C one form each,प्रथमा एकवचनम्,,,8,ओष्ठः   अङ्गुष्ठः   कुम्भः   पिटकः   खड्गः   बाणः   मुद्गरः   कोशः,ओष्ठ अङ्गुष्ठ कुम्भ पिटक खड्ग बाण मुद्गर कोश,
C22,citation-22,C one form each,प्रथमा एकवचनम्,,,8,हारः   कटकः   शकटः   प्लवः   मृदङ्गः   नादः   रागः   समूहः,हार कटक शकट प्लव मृदङ्ग नाद राग समूह,
C23,citation-23,C one form each,प्रथमा एकवचनम्,,,8,गणः   सङ्घः   शिष्या   गायिका   लेखिका   सेविका   कन्या   राधा,गण सङ्घ शिष्या गायिका लेखिका सेविका कन्या राधा,
C24,citation-24,C one form each,प्रथमा एकवचनम्,,,8,उमा   दुर्गा   यमुना   मथुरा   लङ्का   पाकशाला   वाटिका   गुहा,उमा दुर्गा यमुना मथुरा लङ्का पाकशाला वाटिका गुहा,
C25,citation-25,C one form each,प्रथमा एकवचनम्,,,8,नासिका   जिह्वा   ग्रीवा   पुस्तिका   पेटिका   कुञ्चिका   घटिका   घण्टा,नासिका जिह्वा ग्रीवा पुस्तिका पेटिका कुञ्चिका घटिका घण्टा,
